GS,G,Assist_Pct,Usage_Pct,DRtg,Rising_Star
-0.697077088,-0.697992232,-0.963125291,-0.370282193,-0.916925492,0
-0.652427026,0.424656449,0.994419075,0.47187948,-0.278111232,0
2.964228056,1.707683514,1.159982529,0.9672687,0.360703027,0
1.044275358,1.159724038,-0.310610502,0.042542156,0.14776494,0
-0.697077088,-0.297046275,-0.300871475,-0.568437881,-0.916925492,0
-0.652427026,-1.112303055,0.867811728,-0.717054647,0.360703027,0
-0.116626273,0.585034832,0.565901901,0.339775688,0.14776494,0
-0.697077088,-1.539978744,-0.943647237,-1.014288179,0.7865792,0
-0.592893609,0.518210506,-0.64173741,-0.452847063,0.14776494,0
-0.652427026,-0.537613849,0.371121367,0.30674974,-0.278111232,0
-0.697077088,-1.139032786,-0.846256971,-1.278495763,0.7865792,0
-0.697077088,-0.33714087,-0.232698289,-0.254691375,-0.491049319,0
-0.607776963,-0.497519254,-0.72938865,-1.212443867,1.638331545,0
-0.652427026,-1.339505765,-0.028178728,-0.221665427,0.999517286,0
-0.339876586,-0.216857083,-0.466434929,0.537931376,0.360703027,0
1.356825797,1.427021344,-0.64173741,-0.139100558,0.360703027,0
0.880558461,1.400291613,-0.573564223,-0.419821115,-0.491049319,0
-0.161276336,-0.898465211,-0.408000769,-0.205152453,-0.065173146,0
-0.697077088,-0.751451693,0.254253046,0.455366506,-0.916925492,0
-0.697077088,-0.978654403,-0.709910597,0.752600038,1.638331545,0
-0.518476837,1.106264577,0.312687206,0.670035168,0.573641113,0
-0.697077088,-0.778181424,-0.563825196,-0.717054647,1.212455372,0
-0.697077088,-1.018748999,0.059472512,-0.271204349,0.999517286,0
-0.518476837,0.023710492,0.585379954,-0.139100558,-0.065173146,0
-0.697077088,-1.379600361,-0.349566609,-0.684028699,0.999517286,0
0.687074856,0.945886194,-0.505391036,0.092081078,-0.703987405,0
-0.66731038,-0.885100346,-0.58330325,-0.485873011,0.999517286,0
-0.697077088,-1.259316573,-0.914430157,-0.006996766,-0.703987405,0
-0.324993232,0.852332138,1.169721556,1.066346544,-0.278111232,0
-0.652427026,-0.778181424,-0.865735024,0.207671896,-0.703987405,0
-0.607776963,0.103899683,-0.943647237,-0.634489777,0.999517286,0
-0.697077088,-1.038796296,-0.846256971,-0.502385985,0.14776494,0
-0.444060066,0.384561853,-0.485912983,-0.551924907,-0.065173146,0
0.374524417,-0.457424658,0.711987301,0.521418402,0.7865792,0
-0.607776963,0.184088875,0.108167646,0.273723792,1.638331545,0
0.300107646,0.157359144,-0.300871475,0.092081078,0.360703027,0
-0.697077088,-0.978654403,-0.631998383,-1.047314127,-0.278111232,0
-0.697077088,-1.058843594,-0.106090942,-0.667515725,0.360703027,0
-0.697077088,-1.419694956,-0.690432543,-0.799619517,0.573641113,0
-0.697077088,-1.339505765,-0.982603344,-1.179417919,-0.278111232,0
-0.697077088,-1.459789552,0.156862779,-0.089561636,-0.065173146,0
1.550309402,0.785507811,-0.61252033,-1.608755242,-0.916925492,0
-0.697077088,-0.925194942,-0.037917755,0.818651934,1.212455372,0
0.255457583,0.357832123,0.741204381,-0.040022714,1.851269632,0
-0.161276336,0.972615925,-0.622259356,0.372801636,-0.278111232,0
-0.697077088,-0.978654403,-0.914430157,-0.419821115,0.573641113,0
2.949344702,1.694318649,-0.300871475,1.512196841,0.999517286,0
-0.697077088,-1.379600361,0.487989687,1.264502231,0.573641113,0
-0.585451932,0.123946981,0.001038352,0.736087064,1.638331545,0
-0.295226524,-0.069843565,-0.58330325,-0.172126506,1.425393459,0
-0.652427026,0.130629414,-0.485912983,0.075568104,0.14776494,0
-0.533360192,-1.032113864,2.727965827,-0.700541673,2.064207718,0
1.178225547,0.965933492,-0.593042276,-0.304230297,0.7865792,0
-0.451501743,-0.116620594,-0.378783689,0.983781674,-0.703987405,0
0.039648947,0.645176726,-0.466434929,-0.535411933,0.360703027,0
-0.697077088,-1.539978744,-1.333208305,-1.295008737,0.7865792,0
-0.630101994,-0.0564787,-0.349566609,0.769113012,1.212455372,0
-0.697077088,-1.118985488,-1.118949718,-0.750080595,-0.491049319,0
-0.697077088,-0.617803041,-0.778083784,-0.700541673,1.212455372,0
-0.473826775,0.424656449,0.341904287,0.587470298,0.14776494,0
-0.682193734,-1.3261409,-0.018439701,-1.179417919,0.573641113,0
-0.697077088,-0.637850339,1.403458196,0.868190856,0.14776494,0
-0.652427026,-0.397282764,-1.050776531,-0.948236283,-0.278111232,0
-0.384526649,0.277642931,-0.369044662,-0.10607461,-1.129863578,0
2.651677617,1.707683514,-0.427478823,-0.964749257,0.14776494,0
-0.339876586,0.852332138,-0.437217849,0.339775688,-0.065173146,0
-0.17615969,1.173088904,0.487989687,0.240697844,0.7865792,0
0.463824543,0.357832123,-0.174264128,1.033320596,-1.129863578,0
-0.697077088,-1.078890892,-0.651476437,-1.295008737,0.573641113,0
-0.697077088,-1.279363871,-0.739127677,0.125107026,0.999517286,0
-0.697077088,-1.459789552,-1.333208305,-0.155613532,0.14776494,0
-0.697077088,-0.457424658,0.234774993,-0.452847063,-1.768677837,0
2.130760218,1.5205754,-0.515130063,-0.370282193,0.360703027,0
-0.697077088,-1.499884148,-0.057395808,-3.276565615,0.573641113,0
-0.518476837,-0.377235466,1.276850849,0.108594052,0.14776494,0
-0.503593483,-0.350505736,-1.002081398,-0.981262231,-0.916925492,0
-0.697077088,-1.419694956,0.4198165,0.174645948,1.638331545,0
1.01450865,1.360197017,-1.031298478,-1.113366023,-0.278111232,0
-0.697077088,-1.419694956,-0.826778917,1.413118997,0.573641113,0
2.666560971,1.440386209,1.306067929,1.710352529,-0.065173146,0
-0.622660317,0.130629414,-0.242437315,1.578248737,-1.342801664,0
-0.697077088,-0.176762487,1.345024036,0.917729778,1.212455372,0
-0.384526649,1.079534847,-0.047656781,1.016807622,-0.065173146,0
0.642424794,1.106264577,0.546423847,0.405827584,0.573641113,0
1.103808775,1.600764592,-0.485912983,0.422340558,0.999517286,0
-0.607776963,-1.259316573,-0.943647237,-0.040022714,-1.555739751,0
-0.674752057,0.404609151,0.858072701,-0.452847063,-0.065173146,0
-0.607776963,-0.096573296,-0.836517944,-0.436334089,-0.491049319,0
-0.697077088,-1.339505765,-1.333208305,-1.872962826,-0.065173146,0
-0.5631269,0.424656449,-0.349566609,-0.139100558,-0.278111232,0
-0.5631269,-0.016384104,-0.125568995,-0.155613532,-0.065173146,0
-0.674752057,-0.577708445,1.793019264,0.537931376,1.425393459,0
2.413543949,1.23991323,1.549543597,1.033320596,-0.703987405,0
2.339127178,1.266642961,1.257372796,1.148911413,0.7865792,0
-0.607776963,0.98598079,-0.456695903,-1.030801153,-1.129863578,0
1.200550578,1.406974046,-0.661215463,-0.651002751,-0.491049319,0
-0.607776963,-1.018748999,-0.67095449,-0.766593569,0.999517286,0
-0.652427026,-1.379600361,-1.333208305,-0.766593569,-0.278111232,0
0.151274104,1.386926748,1.413197223,0.290236766,0.7865792,0
-0.637543671,-0.978654403,0.47825066,-0.584950855,-0.703987405,0
-0.697077088,-1.159080084,0.47825066,3.295598032,-2.407492096,0
1.513101017,1.066169982,0.653553141,-0.634489777,0.360703027,0
-0.682193734,-1.272681438,0.137384726,1.925021191,0.573641113,0
-0.116626273,0.665224024,-0.369044662,-0.750080595,0.7865792,0
-0.697077088,-1.118985488,0.322426233,0.950755726,-0.278111232,0
-0.205926398,-1.018748999,-0.58330325,-0.948236283,-0.065173146,0
0.687074856,1.066169982,-0.193742182,-0.320743271,0.7865792,0
1.520542694,1.680953783,-0.086612888,0.868190856,0.7865792,0
-0.324993232,-0.363870601,-0.602781303,0.438853532,-0.065173146,0
-0.027326147,1.026075386,0.059472512,-0.634489777,0.360703027,0
-0.697077088,-0.697992232,0.176340833,0.323262714,0.7865792,0
-0.317551555,-0.517566551,-0.076873861,-1.014288179,0.999517286,0
0.538241314,0.825602407,0.770421461,1.198450335,-0.065173146,0
-0.652427026,-0.858370615,-0.252176342,-0.799619517,0.573641113,0
-0.637543671,-0.577708445,0.030255432,0.026029182,0.360703027,0
0.821025045,0.745413215,-0.55408617,-0.155613532,0.999517286,0
-0.630101994,-0.858370615,-0.485912983,0.075568104,-0.491049319,0
-0.652427026,0.384561853,-0.61252033,-0.634489777,0.573641113,0
-0.473826775,-0.069843565,1.578760677,0.174645948,0.14776494,0
-0.697077088,-0.81827602,-0.67095449,-0.948236283,1.212455372,0
0.21080752,0.665224024,1.198938636,0.686548142,0.14776494,0
